X5,X2,X3,X4,X6,X1,X10,X7,X8,X9,X11,X12,X15,X13,X14,Y
-2,107,7,30,2093,3094,2148,233,232,131,0.47,-205,, FC11, CA43,Toyota
7,58,4,228,450,2803,631,223,230,143,0.92,-84,, FC11, CA50,BMW
126,340,26,255,1231,2378,1101,155,192,170,0.7,-114,, FC14, CA30,Honda
28,291,15,255,3964,3188,2103,176,236,200,0.07,811,, FC13, CA43,Toyota
163,52,28,301,1939,2888,579,222,169,63,0.31,933,R2, FC13, CA53,BMW
41,,23,108,693,2299,525,162,204,178,0.44,97,, FC14, CA30,Honda
147,359,31,360,757,2304,837,158,166,133,0.33,-81,, FC14, CA30,Honda
60,40,33,351,721,2350,362,203,150,60,0.47,146,, FC14, CA30,Mercedes
109,219,19,335,2115,2716,2522,195,254,190,0.25,361,, FC13, CA24,Honda
20,321,23,67,927,2314,664,155,211,193,0.09,-840,, FC14, CA26,Honda
56,39,10,376,1932,2822,886,221,218,131,0.73,222,, FC13, CA31,BMW
83,92,19,277,443,2840,1320,246,207,82,0.7,27,, FC11, CA50,BMW
121,106,26,297,1082,2305,1256,253,199,57,0.18,-436,, FC14, CA23,Mercedes
12,61,5,150,390,3128,2207,224,229,141,0.68,94,, FC11, CA43,Toyota
38,,8,300,966,3349,1710,219,247,162,0.05,572,, FC13, CA52,Toyota
117,22,18,524,1574,3133,3561,206,198,125,0.54,34,, FC13, CA53,Toyota
0,119,11,0,108,2301,255,239,231,121,0.92,31,, FC14, CA31,Mercedes
34,324,6,242,2366,3217,815,205,233,168,0.95,-82,, FC13, CA52,Toyota
20,8,24,85,4119,3247,1253,184,183,129,0.96,519,, FC11, CA58,GMC
28,,26,313,1019,2322,571,243,227,95,0.96,720,, FC14, CA23,Mercedes
-1,82,3,30,2130,2943,1634,224,233,144,0.21,235,, FC11, CA49,Toyota
28,232,25,67,2260,2793,721,172,253,210,0.51,-853,, FC13, CA33,BMW
-2,163,6,30,1909,2794,2322,226,242,149,0.38,202,, FC13, CA37,BMW
0,7,12,0,1583,2537,4509,205,216,148,0.48,546,, FC11, CA36,Ford
26,104,2,339,1368,2575,1529,222,236,150,0.52,-581,, FC13, CA22,BMW
0,,21,30,1050,2306,994,247,226,96,0.29,-634,, FC14, CA23,Mercedes
0,352,10,0,330,2016,417,203,223,158,0.87,-31,, FC14, CA34,Mercedes
88,148,30,150,1107,2208,492,243,221,83,0.6,781,, FC14, CA23,Mercedes
44,242,16,335,1034,2876,1839,188,251,199,0.47,-439,R1, FC13, CA24,BMW
25,90,27,67,488,2078,192,249,187,50,0.27,52,, FC14, CA23,Mercedes
64,63,33,134,162,2738,1613,228,154,33,0.1,-327,, FC11, CA49,BMW
50,209,12,342,1205,3204,2072,211,251,173,0.81,40,, FC11, CA59,Toyota
48,108,26,108,1333,2184,700,253,200,58,0.86,844,, FC14, CA23,Mercedes
26,72,10,124,3538,3050,2719,231,221,122,0.77,-986,, FC11, CA50,Toyota
-14,338,13,285,1867,3118,842,192,222,168,0.73,-551,R2, FC13, CA43,Toyota
0,176,7,0,895,2054,323,224,244,154,0.02,487,, FC14, CA37,Mercedes
0,299,13,0,741,2214,1579,183,235,192,0.24,-614,, FC14, CA24,Mercedes
10,114,16,42,778,2416,1477,246,222,99,0,-691,, FC14, CA26,Honda
112,,12,558,589,3279,1087,238,220,110,0.14,778,, FC13, CA59,GMC
60,302,3,120,1144,2421,932,211,238,165,0.33,-499,, FC14, CA26,Honda
0,36,23,0,660,2409,390,212,184,98,0.36,470,, FC14, CA21,Honda
123,348,7,454,741,2651,1045,207,229,160,0.17,416,, FC13, CA22,Honda
10,,44,85,324,2840,1602,231,121,0,0.47,166,, FC11, CA50,BMW
-33,,27,67,247,2689,543,254,204,60,0.02,643,R1, FC11, CA50,BMW
0,93,18,0,1471,2194,534,245,211,89,0.23,761,, FC14, CA22,Mercedes
0,,16,0,1050,2257,973,245,217,96,0.13,867,, FC14, CA26,Mercedes
-2,90,18,30,2719,2718,2207,244,209,87,0.23,-173,, FC11, CA49,BMW
140,270,3,900,1939,3271,2363,212,240,166,0.86,466,, FC13, CA51,Toyota
52,,32,95,108,2714,1671,239,164,31,0.81,-846,R2, FC11, CA50,BMW
0,36,10,0,3899,3246,4146,219,218,133,0.77,628,R2, FC11, CA59,GMC
72,6,19,150,361,2361,459,194,201,141,0.45,441,, FC14, CA30,Honda
37,75,14,127,994,3133,1036,236,213,104,0.03,-292,, FC11, CA40,Toyota
27,347,17,162,4158,3322,3984,185,210,161,0.43,710,, FC11, CA58,GMC
0,50,11,759,4287,3172,2037,225,215,123,0.58,87,, FC11, CA40,Toyota
24,319,10,270,2576,3021,966,193,231,177,0.58,126,, FC13, CA43,Toyota
3,223,8,85,3912,3224,2676,210,248,174,0.04,-146,R2, FC11, CA43,GMC
0,72,9,0,1691,3052,3010,231,223,125,0.82,-880,, FC11, CA43,Toyota
195,11,33,339,812,2270,301,168,156,109,0.51,-733,, FC14, CA30,Honda
98,11,1,470,706,2651,1124,217,236,156,0.15,296,, FC13, CA22,Honda
-15,86,25,67,150,2726,2236,247,189,57,0.44,198,, FC11, CA50,BMW
5,333,13,30,1224,2589,1950,190,223,172,0.74,-59,, FC13, CA33,BMW
36,109,10,402,5683,3184,1710,238,229,121,0.13,48,, FC11, CA49,Toyota
-6,333,4,30,1307,2126,1332,210,234,163,0.34,729,, FC14, CA37,Mercedes
85,314,14,335,360,2510,1784,183,229,186,0.93,-26,, FC14, CA30,Honda
45,,34,60,591,2148,674,136,244,229,0.22,-710,, FC14, CA30,Honda
105,63,1,335,2148,3387,2790,220,236,153,0.97,266,, FC11, CA60,Toyota
157,91,39,258,2081,2901,607,245,149,0,0.43,14,, FC13, CA33,BMW
0,32,7,0,474,2340,1448,219,224,142,0.56,-629,, FC14, CA21,Mercedes
44,,4,313,5431,3144,376,223,232,145,0.04,9,, FC11, CA40,Toyota
35,133,31,85,797,2126,134,251,208,60,0.82,-412,, FC14, CA23,Mercedes
18,35,21,67,446,2034,532,213,189,104,0.38,-730,, FC14, CA30,Mercedes
34,,21,351,1200,2328,782,175,251,210,0.21,620,, FC14, CA22,Mercedes
30,63,5,323,4696,3054,1071,225,229,139,0.15,535,, FC11, CA49,Toyota
76,182,6,285,904,2579,1365,222,244,157,0.05,-347,, FC13, CA22,Honda
12,41,9,90,108,2686,2221,221,221,134,0.98,-4,, FC11, CA49,BMW
307,73,19,895,2635,3513,1050,238,202,87,0.28,595,R3, FC11, CA60,Toyota
226,,16,616,2190,3450,1804,214,203,120,0.06,409,, FC11, CA59,Toyota
148,,2,420,1024,2454,1216,215,235,158,0.71,-543,R2, FC14, CA26,Honda
51,91,31,90,95,2699,2436,249,176,32,0.9,-108,, FC11, CA50,BMW
0,132,6,0,767,2304,765,229,237,141,0.36,-646,, FC14, CA37,Mercedes
62,208,11,655,4367,3289,1924,212,251,173,0.32,864,, FC11, CA58,GMC
7,122,6,134,3510,3182,4585,230,235,138,0.62,543,, FC11, CA49,Toyota
25,135,28,67,787,2112,124,250,215,72,0.89,337,R2, FC14, CA23,Mercedes
54,3,13,201,297,2050,309,201,214,149,0.42,705,R1, FC14, CA25,Honda
10,38,5,85,741,2503,5555,220,228,144,0.15,-92,R3, FC11, CA38,BMW
161,,29,323,537,2422,551,133,199,199,0.6,7,, FC14, CA30,Honda
6,121,18,30,1240,2148,1206,248,223,96,0.8,491,, FC14, CA21,Mercedes
62,194,24,120,404,2422,1181,208,251,164,0.88,-285,, FC14, CA24,Honda
66,189,14,384,5754,3034,2012,220,250,160,0.41,-564,R1, FC11, CA49,Toyota
123,89,23,268,270,2764,750,247,197,66,0.29,856,, FC11, CA50,BMW
88,129,31,150,860,2188,242,252,204,55,0.57,-856,, FC14, CA23,Mercedes
-23,245,10,256,2820,3251,481,200,248,185,0.08,-798,, FC13, CA42,Toyota
36,52,14,240,4207,3335,1302,226,208,112,0.45,-994,, FC11, CA49,Toyota
36,337,11,339,1262,2320,912,196,225,168,0.54,-187,, FC14, CA22,Honda
8,326,9,60,457,2446,1812,198,230,172,0.36,63,R1, FC14, CA26,Honda
60,259,16,324,5790,3005,1864,179,247,206,0.53,668,, FC11, CA49,Toyota
-14,55,18,120,297,2815,1465,229,199,97,1,532,, FC11, CA49,BMW
68,,23,190,212,2740,1761,230,184,75,0.15,0,, FC11, CA49,BMW
8,170,10,60,1333,2559,1283,227,245,149,0.7,-142,, FC13, CA24,Honda
7,194,23,30,1385,2106,785,209,251,165,0.59,302,, FC14, CA21,Mercedes
138,100,22,537,1406,2296,931,250,205,72,0.4,-725,, FC14, CA22,Mercedes
16,90,8,390,2783,3057,6452,232,228,129,0.08,907,, FC11, CA49,Toyota
17,97,15,85,658,2430,1587,244,216,98,0.02,962,, FC14, CA26,Honda
0,276,6,0,1262,2306,1343,203,241,178,0.19,-996,, FC14, CA30,Mercedes
45,288,35,120,192,2122,711,102,211,237,0.02,376,, FC14, CA30,Honda
95,108,26,162,1371,2770,924,253,200,58,0.89,144,, FC13, CA33,BMW
0,9,15,0,430,2433,976,202,209,142,0.5,-760,, FC14, CA30,Honda
0,102,12,0,420,2027,510,239,225,114,0.65,-237,, FC14, CA34,Mercedes
133,,17,297,350,2458,395,172,232,200,0.85,-395,, FC14, CA30,Honda
7,136,18,30,1082,2188,1209,245,230,106,0.66,102,, FC14, CA23,Mercedes
29,92,27,162,2398,3299,2697,250,188,49,0.38,108,, FC11, CA59,GMC
0,27,17,0,882,2240,1150,211,202,123,0.05,49,, FC14, CA30,Mercedes
0,36,25,30,5113,2972,2816,209,176,90,0.33,-364,, FC11, CA49,Toyota
123,230,7,510,864,2429,1248,209,247,175,0.3,995,, FC14, CA26,Honda
0,101,10,0,2778,2695,2101,237,227,120,0.16,-318,, FC11, CA36,BMW
163,16,33,339,421,2246,594,174,155,100,0.83,-546,, FC14, CA30,Honda
23,176,13,426,5302,3118,1429,226,247,150,0.62,941,, FC11, CA49,Toyota
119,100,16,534,553,3255,977,244,217,98,0.49,144,, FC13, CA59,GMC
98,34,17,725,2190,3227,2342,215,201,117,0.64,636,, FC13, CA44,Toyota
21,,18,210,335,2964,1249,245,209,86,0.17,-404,, FC11, CA49,Toyota
0,41,10,30,1253,2305,1316,221,218,131,0.84,-255,, FC14, CA30,Mercedes
29,270,3,272,510,3213,1500,212,240,166,0.34,-236,, FC13, CA52,Toyota
29,11,10,591,1992,3107,2673,209,220,147,0.28,61,, FC13, CA52,Toyota
164,155,15,592,2764,2798,1931,237,240,129,0.88,277,R1, FC13, CA30,BMW
-5,0,8,42,3384,3048,2766,208,225,154,0.2,435,, FC13, CA43,Toyota
-38,129,20,212,720,2784,390,249,223,92,0.22,-223,, FC11, CA50,BMW
60,306,30,134,450,2095,454,126,208,215,0.41,123,, FC14, CA30,Honda
13,308,17,30,1897,2820,1224,172,227,195,0.2,-294,, FC13, CA43,BMW
15,324,7,67,1800,2898,1471,203,233,169,0.09,-494,, FC13, CA52,BMW
68,17,18,268,514,2621,1074,203,200,130,0.11,-995,, FC13, CA30,Honda
158,102,12,384,6026,2998,4121,239,225,114,0.8,-849,, FC11, CA49,Ford
0,354,15,0,1249,2123,481,193,212,156,0.45,539,, FC14, CA34,Mercedes
120,313,8,600,977,2510,366,199,234,175,0.67,739,, FC14, CA26,Honda
104,78,23,404,1154,2931,457,242,191,66,0.12,-642,, FC11, CA50,BMW
71,102,15,190,4389,2863,5184,244,219,100,0.06,829,, FC11, CA49,Toyota
-18,280,7,150,3439,3200,1544,202,241,178,0.26,-925,, FC11, CA42,Toyota
4,27,6,30,2429,2849,543,217,226,145,0.95,-104,, FC13, CA43,Toyota
0,132,6,0,1890,2575,1369,230,237,140,0.67,596,, FC13, CA37,Honda
37,359,29,153,212,2059,258,163,173,136,0.53,-817,, FC14, CA30,Honda
16,249,24,497,268,2376,750,163,249,219,0.3,707,R3, FC14, CA30,Honda
35,129,31,67,926,2139,277,252,204,54,0.93,894,, FC14, CA23,Mercedes
17,117,28,42,953,2128,300,254,200,53,0.64,33,, FC14, CA23,Mercedes
18,287,21,60,3948,3295,1116,156,233,215,0.57,-907,, FC11, CA58,GMC
139,75,19,350,592,2360,1729,239,201,84,0.51,-767,, FC14, CA23,Mercedes
103,,37,175,957,2214,350,253,183,22,0.41,-855,, FC14, CA23,Mercedes
23,,21,95,1747,2608,2818,223,248,148,0.37,-436,, FC13, CA24,Honda
-2,324,13,42,1298,2171,1003,187,226,179,0.82,-116,, FC14, CA24,Mercedes
47,100,20,192,2592,3261,2726,249,208,78,0.52,-879,, FC11, CA50,Toyota
32,72,34,60,3994,3285,4161,235,155,23,0.32,-636,, FC11, CA59,GMC
13,135,17,300,860,2653,569,244,231,110,0.87,885,R3, FC13, CA22,Honda
31,184,10,446,2442,2873,1987,223,247,157,1,657,, FC13, CA46,BMW
0,45,4,0,3054,3218,2282,221,231,146,0.41,-105,, FC11, CA58,GMC
2,252,14,30,940,2132,1438,188,249,198,0.78,758,, FC14, CA37,Mercedes
0,35,11,0,1288,2233,646,219,215,130,0.29,-821,, FC14, CA22,Mercedes
-11,162,14,192,2213,3198,2864,233,243,138,0.07,-96,, FC11, CA49,GMC
8,160,25,30,767,2222,366,236,235,114,0.2,572,, FC14, CA24,Mercedes
3,349,29,175,170,2025,297,154,179,154,0.47,-614,, FC14, CA30,Honda
96,11,20,255,1398,2612,1694,195,196,134,0.66,-208,, FC13, CA30,Honda
104,157,24,240,192,2345,1732,239,235,111,0.21,547,R1, FC14, CA23,Mercedes
0,,11,0,1458,2682,1395,233,218,115,0.3,-481,, FC13, CA30,BMW
8,160,11,67,2338,3146,2812,231,242,141,0.65,-221,, FC11, CA49,GMC
87,301,22,391,1489,3200,3021,153,224,209,0.57,205,, FC11, CA50,Toyota
-13,53,2,30,1233,2169,1064,221,234,150,0.8,-619,, FC14, CA24,Mercedes
11,11,28,67,1423,2247,816,178,171,119,0.93,-176,, FC14, CA30,Honda
15,42,13,95,1226,2374,661,222,212,123,0.35,-957,, FC14, CA26,Honda
8,148,27,30,1423,2166,872,244,226,93,0.52,234,, FC14, CA23,Mercedes
-4,288,9,547,2490,3270,577,195,239,184,0.88,-172,R3, FC13, CA52,Toyota
13,285,29,42,400,2036,649,126,224,231,0.74,231,, FC14, CA30,Honda
149,330,31,268,1188,2294,660,133,186,184,0.83,-379,, FC14, CA30,Honda
1,349,12,30,932,2151,808,198,220,161,0.71,311,, FC14, CA34,Mercedes
248,,31,319,342,2149,277,119,219,232,0.37,-993,, FC14, CA30,Honda
-3,190,13,60,1333,2128,1302,219,250,161,0.33,-681,, FC14, CA37,Mercedes
1,95,21,537,1387,2295,924,248,204,74,0.14,-675,, FC14, CA22,Mercedes
0,154,7,0,1924,2663,1771,229,241,145,0.41,-628,, FC13, CA37,Honda
78,,27,767,2266,2857,1654,252,212,69,0,-219,, FC13, CA33,BMW
52,228,20,150,997,2814,1691,187,254,198,0.32,687,, FC13, CA33,BMW
47,145,34,85,1101,2167,467,244,212,68,0.43,624,, FC14, CA23,Mercedes
53,223,11,484,4218,3280,2115,206,251,180,0.56,473,, FC11, CA43,GMC
41,150,25,285,999,2335,570,242,230,100,0.16,145,, FC14, CA26,Mercedes
106,108,34,234,511,2331,1784,254,179,22,0.14,185,, FC14, CA23,Mercedes
82,352,26,150,3697,2847,5796,166,187,152,0.79,555,R2, FC11, CA49,Toyota
17,151,12,134,513,2543,977,235,240,134,0.74,475,, FC14, CA26,Honda
51,181,28,134,579,2070,342,216,244,142,0.49,732,, FC14, CA21,Honda
11,210,9,127,3949,3233,2583,213,249,171,0.12,422,, FC11, CA43,GMC
16,108,3,342,5367,3199,2363,225,236,146,0.17,51,, FC11, CA42,Toyota
0,73,27,0,810,2162,845,239,177,51,0.59,345,, FC14, CA25,Mercedes
66,112,28,216,594,2287,1698,254,198,52,0.48,957,, FC14, CA23,Mercedes
0,31,7,0,1213,2727,2255,218,225,143,0.51,831,, FC13, CA37,BMW
32,151,2,150,2580,3242,2731,222,239,152,0.2,716,, FC11, CA49,GMC
70,134,25,134,1423,2228,807,250,220,83,0.28,847,, FC14, CA23,Mercedes
8,107,14,30,1282,2704,726,243,223,106,0.24,-507,, FC13, CA51,BMW
9,295,10,190,5819,2986,1950,193,238,185,0.15,-769,R3, FC11, CA42,Toyota
0,344,8,30,1489,2713,1329,205,228,162,0.31,202,, FC13, CA30,BMW
0,141,29,0,1434,2232,949,248,218,77,0.2,484,R1, FC14, CA37,Mercedes
52,153,19,201,2440,2686,2313,239,237,120,0.83,201,, FC13, CA24,Honda
71,86,17,319,779,3230,871,243,208,89,0.22,636,, FC13, CA59,GMC
25,141,31,42,1146,2205,1146,247,214,70,0.67,680,, FC14, CA23,Mercedes
187,128,39,319,787,2287,301,249,185,23,0.49,-396,, FC14, CA23,Mercedes
38,335,10,201,4774,3271,2791,198,227,168,0.9,467,, FC13, CA52,Toyota
23,205,7,95,1892,2679,1834,216,246,166,0.68,633,, FC13, CA24,Honda
8,53,7,108,5289,3072,2675,224,224,134,0.63,834,, FC11, CA42,Toyota
142,198,17,361,1237,2325,1128,212,252,169,0.68,-591,, FC14, CA26,Mercedes
0,99,11,0,242,2314,1182,238,225,117,0.44,643,, FC14, CA21,Mercedes
91,331,28,218,1020,2212,1237,144,193,182,0.58,306,, FC14, CA30,Honda
0,77,13,0,162,2303,1103,236,216,108,0.68,309,, FC14, CA34,Mercedes
105,64,23,420,450,2779,2352,234,186,72,0.83,-553,R2, FC11, CA49,BMW
137,307,32,182,366,2551,957,116,202,217,0.84,-902,R3, FC14, CA30,Honda
0,95,10,0,1060,2372,808,236,225,120,0,-499,, FC14, CA26,Mercedes
42,345,12,124,859,2570,1222,196,221,163,0.51,592,, FC13, CA31,BMW
0,198,15,0,967,2055,430,214,252,169,0.39,394,, FC14, CA37,Mercedes
3,188,29,30,573,2370,1243,209,246,152,0.99,-665,, FC14, CA24,Honda
67,178,15,306,1693,3273,1732,225,248,150,0.47,599,, FC13, CA53,Toyota
-10,107,16,85,552,2776,258,245,220,99,0.26,806,, FC11, CA50,BMW
-20,118,18,108,560,2776,277,248,221,93,0.13,277,, FC11, CA50,BMW
18,307,7,242,577,2544,1180,201,236,175,0.41,-478,, FC14, CA26,Honda
0,55,4,30,4692,2952,2322,222,231,145,0.02,432,, FC11, CA43,BMW
40,355,11,150,3532,3245,2539,201,220,156,0.24,-260,, FC13, CA51,Toyota
33,94,12,342,3544,3123,2758,238,222,113,0.92,-466,, FC11, CA50,Toyota
12,,13,127,495,2356,726,241,222,109,0.06,442,R3, FC14, CA22,Honda
-13,62,17,67,361,2923,511,232,202,97,0.87,24,R3, FC11, CA49,Toyota
-2,84,46,134,295,2827,1556,233,118,0,0.91,771,, FC11, CA50,BMW
0,341,13,0,1053,2130,1396,192,220,166,0.05,716,, FC14, CA37,Mercedes
0,302,18,0,150,1989,537,167,229,201,0.6,450,, FC14, CA24,Mercedes
159,86,11,297,402,2400,1917,236,222,117,0.46,-995,R2, FC14, CA26,Mercedes
149,52,10,324,1398,2312,953,226,218,125,0.97,424,, FC14, CA26,Mercedes
73,332,14,277,981,2297,218,187,222,174,0.04,436,, FC14, CA30,Honda
84,74,14,376,853,3298,1090,236,212,104,0.9,-472,, FC13, CA59,GMC
-3,120,9,30,4039,3232,1880,236,233,128,0.03,-950,, FC11, CA58,GMC
129,126,38,201,1015,2242,417,250,185,23,0.1,-277,, FC14, CA23,Mercedes
19,30,10,240,960,2628,5645,217,218,136,0.75,-405,, FC11, CA49,Ford
117,18,33,335,819,2278,313,175,152,96,0.66,385,, FC14, CA30,Honda
54,92,20,120,120,2707,1839,247,204,77,0.25,-319,, FC11, CA50,BMW
0,60,8,0,1812,3151,361,226,224,132,0.79,177,, FC11, CA43,Toyota
83,3,34,466,618,2240,752,155,156,123,0.47,-85,R1, FC14, CA30,Honda
109,116,26,255,990,2302,1332,254,204,61,0.24,-303,, FC14, CA23,Mercedes
57,53,10,182,210,2723,2131,226,218,126,0.38,-814,R3, FC11, CA49,BMW
81,112,36,150,524,2149,150,253,177,18,0.44,18,, FC14, CA23,Mercedes
125,134,31,242,700,2212,153,250,208,61,0.89,-844,, FC14, CA23,Mercedes
41,236,11,268,1959,3185,1953,202,249,185,0.4,-352,, FC13, CA51,Toyota
0,345,20,0,1130,2231,577,177,205,164,0.47,728,, FC14, CA30,Mercedes
87,297,11,210,4776,3230,866,190,237,186,0.35,352,R3, FC11, CA49,Toyota
36,73,19,212,240,2714,2376,239,200,84,0.85,-329,, FC11, CA49,BMW
41,108,12,228,1019,2348,987,241,225,112,0.41,235,, FC14, CA23,Honda
117,38,22,616,2223,3105,2563,215,187,98,0.7,-227,, FC13, CA44,Toyota
97,305,29,175,720,2165,285,128,210,215,0.41,639,, FC14, CA30,Honda
135,124,30,216,342,2376,1892,254,202,53,0.25,553,, FC14, CA23,Mercedes
4,,8,30,1952,2740,774,199,241,182,0.46,916,, FC13, CA51,BMW
12,93,13,67,162,2293,391,241,219,106,0.17,331,, FC14, CA31,Honda
121,57,12,509,2068,3406,1597,228,215,119,0.42,727,, FC11, CA55,Toyota
10,106,16,42,2197,2636,2431,246,219,97,0.04,36,, FC13, CA22,Honda
18,85,8,190,914,2733,339,232,226,126,0.66,193,, FC13, CA30,Honda
11,291,15,30,1200,2084,470,175,236,200,0.8,-117,, FC14, CA37,Honda
92,23,26,255,698,2465,1199,194,173,104,0.85,911,, FC14, CA30,Honda
0,48,11,30,983,2053,424,224,215,123,0.68,628,, FC14, CA37,Mercedes
197,36,34,330,552,2248,300,197,146,61,0.75,-950,, FC14, CA30,Honda
0,270,2,0,3068,2751,2912,214,239,163,0.55,108,, FC11, CA43,Toyota
133,335,13,631,2259,2899,738,191,223,171,0.12,15,, FC13, CA31,BMW
0,50,12,0,1445,2664,684,225,214,122,0.21,-620,, FC11, CA50,BMW
15,111,28,30,391,2081,663,254,197,50,0.21,426,R1, FC14, CA21,Honda
0,79,7,0,658,2270,713,230,227,130,0.49,-382,, FC14, CA24,Mercedes
12,281,28,30,430,2035,674,133,230,230,0.1,-646,, FC14, CA30,Honda
-1,51,9,30,518,2025,537,225,220,128,0.8,-888,, FC14, CA30,Mercedes
153,97,15,382,1050,2340,1317,243,217,99,0.53,-725,, FC14, CA26,Mercedes
175,,19,350,792,2372,1556,249,218,89,0.63,-11,R1, FC14, CA26,Mercedes
53,354,14,323,2205,3190,631,196,215,156,0.62,-595,, FC13, CA52,Toyota
0,307,15,0,830,2052,631,178,230,192,0.22,997,, FC14, CA37,Mercedes
0,19,9,0,551,2191,1209,214,222,144,0.77,826,, FC14, CA36,Mercedes
7,129,19,30,1155,2122,1406,247,226,99,0.19,39,, FC14, CA37,Mercedes
10,108,24,30,541,2045,618,252,206,68,0.95,-781,, FC14, CA21,Mercedes
13,,13,85,2835,3336,2362,236,216,109,0.9,565,, FC11, CA59,GMC
17,98,31,42,713,2095,67,252,180,32,0.23,-320,, FC14, CA23,Mercedes
76,96,14,324,741,3212,811,241,219,105,0.15,972,, FC13, CA51,GMC
103,130,21,350,2568,2737,2164,249,222,90,0.21,951,, FC13, CA24,Honda
3,86,12,30,4369,2880,5906,237,221,113,0.28,474,, FC11, CA50,Ford
0,10,27,0,1506,2252,997,180,175,121,0.59,-422,, FC14, CA30,Mercedes
62,111,35,127,513,2130,153,254,180,22,0.74,9,, FC14, CA23,Mercedes
14,,26,127,700,2078,618,142,236,228,0.97,139,, FC14, CA30,Honda
96,146,21,942,2407,2874,1500,244,232,106,0.09,931,, FC13, CA33,BMW
29,72,5,297,212,2720,900,225,231,141,0.82,320,, FC13, CA31,BMW
9,62,18,42,3840,3209,2967,233,199,92,0.91,-274,, FC11, CA59,GMC
65,111,29,175,531,2290,1761,254,196,48,0.92,177,, FC14, CA23,Mercedes
0,288,8,0,1839,2931,1319,197,239,182,0.61,74,, FC13, CA52,BMW
-2,157,10,470,1326,2291,883,231,242,142,0.19,-230,, FC14, CA22,Mercedes
41,56,10,175,2733,3259,2575,227,218,124,0.74,112,, FC11, CA49,Toyota
49,117,20,134,4812,3064,277,250,218,87,0.53,283,, FC11, CA50,Toyota
0,229,4,0,488,2023,551,213,244,168,0.26,-243,, FC14, CA37,Mercedes
44,275,28,108,1041,2340,201,133,233,232,0.81,36,, FC14, CA26,Honda
222,124,21,376,1973,2967,722,250,220,87,0.62,108,, FC13, CA33,BMW
-5,85,8,524,3805,3103,3589,232,227,128,0.44,682,, FC11, CA49,Toyota
35,178,19,108,1115,2860,2419,225,247,147,0.24,141,, FC13, CA53,BMW
0,77,14,0,914,2386,957,237,214,105,0.75,593,, FC14, CA26,Mercedes
23,32,9,376,4439,3250,2262,218,221,138,0.46,944,, FC11, CA58,GMC
0,77,3,0,1200,2312,150,224,233,145,0.07,-680,, FC14, CA26,Mercedes
149,80,21,330,633,2346,1687,242,198,76,0.38,-608,, FC14, CA23,Mercedes
4,,9,30,400,2438,1318,234,225,123,0.61,45,, FC14, CA26,Mercedes
0,32,3,0,5165,3185,1919,219,232,150,0.48,507,R3, FC11, CA43,Toyota
5,111,15,30,1262,2267,618,244,223,104,0.9,474,, FC14, CA23,Mercedes
35,55,11,120,150,2703,2148,227,216,121,0.39,332,, FC11, CA49,BMW
43,133,12,636,2117,2818,1804,239,234,124,0.75,-284,, FC13, CA37,BMW
0,267,8,0,984,2073,256,200,244,183,0.33,57,, FC14, CA37,Mercedes
218,185,15,324,957,2331,430,221,249,157,0.1,613,, FC14, CA26,Mercedes
59,80,11,330,1080,3345,1376,235,220,116,0.04,-193,, FC13, CA59,GMC
-10,32,9,330,892,2629,769,218,221,138,0.63,381,, FC13, CA31,Honda
118,,24,256,268,2767,1860,249,196,63,0.22,479,, FC11, CA50,BMW
57,310,16,513,1549,3100,3159,176,228,191,0.96,-27,, FC11, CA49,Toyota
31,28,25,108,1678,2979,3581,202,178,101,0.86,-39,, FC11, CA49,Toyota
0,45,19,0,690,2414,362,221,195,100,0.98,665,, FC14, CA21,Mercedes
5,223,10,30,1020,2475,874,207,250,178,0.92,-283,, FC13, CA24,Honda
104,141,15,711,2284,2880,1667,241,235,119,0.7,-95,, FC13, CA33,BMW
17,78,10,124,1756,2937,1530,233,222,120,0.23,347,, FC13, CA51,Toyota
0,45,11,0,420,2273,1610,223,215,125,0.72,-130,, FC14, CA24,Mercedes
76,133,16,437,1310,3236,1897,244,230,109,0.58,496,, FC11, CA49,Toyota
211,329,12,395,1148,2883,700,190,225,174,0.76,-487,, FC13, CA52,BMW
26,324,12,242,4156,2818,5467,189,227,177,0.23,356,, FC11, CA36,Toyota
17,116,18,153,2379,2874,564,248,220,94,0.09,379,, FC13, CA33,BMW
37,256,2,391,1708,3118,2930,214,240,163,0.3,-152,, FC13, CA52,Toyota
0,95,17,0,2940,3201,2442,245,213,91,0.73,-358,, FC11, CA49,GMC
67,36,31,108,1173,2192,1057,202,158,73,0.26,443,, FC14, CA30,Honda
245,92,24,541,1416,2324,977,248,196,63,0.86,770,, FC14, CA22,Mercedes
16,34,9,190,1136,2567,4924,219,221,138,0.27,-423,R2, FC11, CA38,Ford
112,,25,402,4436,3291,1308,147,208,197,0.03,110,, FC11, CA58,GMC
79,167,9,268,932,2576,1323,227,244,149,0.04,-260,, FC13, CA22,Honda
133,180,7,524,1613,3243,2385,223,244,156,0.4,45,R3, FC13, CA51,Toyota
59,99,6,256,1024,2564,1513,230,232,136,0.29,429,, FC13, CA24,Honda
48,335,30,85,674,2208,1613,140,185,176,0.62,-566,, FC14, CA30,Honda
0,52,3,0,1260,2326,153,221,233,149,0.95,466,, FC14, CA26,Mercedes
94,261,6,600,2087,3238,1997,206,243,176,0.59,-586,, FC13, CA51,Toyota
0,356,7,0,711,2367,1537,209,227,157,0.01,819,, FC14, CA31,Mercedes
